Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,Z01,Eternal,Stock,Very Bullish,318.50,25.59,"16 Jun, 2026",253.60,Aug 14 | 15:59
NIFTY 50,TI01,Titan Company,Stock,Very Bullish,"5,056.20",18.04,"15 Jun, 2026","4,283.50",Aug 14 | 15:59
NIFTY 50,BA06,Bajaj Auto,Stock,Very Bullish,"11,700.00",16.57,"06 Jul, 2026","10,036.50",Aug 14 | 15:54
NIFTY 50,BF04,Bajaj Finserv,Stock,Very Bullish,"2,008.30",12.69,"22 Jun, 2026","1,782.20",Aug 14 | 15:58
NIFTY 50,STF,Shriram Finance,Stock,Very Bullish,"1,122.00",12.13,"15 Jun, 2026","1,000.65",Aug 14 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Bullish,"1,360.00",11.37,"13 Jul, 2026","1,221.20",Aug 14 | 15:55
NIFTY 50,EM,Eicher Motors,Stock,Very Bullish,"8,066.50",8.94,"15 Jul, 2026","7,404.50",Aug 14 | 15:54
NIFTY 50,TM4,Tech Mahindra,Stock,Very Bullish,"1,632.80",8.53,"13 Jul, 2026","1,504.50",Aug 14 | 15:56
NIFTY 50,MM,M&M,Stock,Very Bullish,"3,428.30",7.84,"17 Jul, 2026","3,179.20",Aug 14 | 15:59
NIFTY 50,H,Hindalco,Stock,Very Bullish,"1,029.50",6.09,"30 Jul, 2026",970.40,Aug 14 | 15:57
NIFTY 50,NI,Nestle,Stock,Bullish,"1,499.10",3.12,"01 Jul, 2026","1,453.80",Aug 14 | 15:59
NIFTY 50,LT,Larsen,Stock,Very Bullish,"4,057.00",3.00,"31 Jul, 2026","3,938.90",Aug 14 | 15:59
NIFTY 50,SBI,SBI,Stock,Very Bullish,"1,067.70",2.17,"03 Aug, 2026","1,045.00",Aug 14 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Very Bullish,"5,310.00",1.53,"27 Jul, 2026","5,230.00",Aug 14 | 15:59
NIFTY 50,IT,Infosys,Stock,Bullish,"1,169.20",1.18,"29 Jul, 2026","1,155.60",Aug 14 | 15:59
NIFTY 50,C,Cipla,Stock,Bullish,"1,450.00",0.37,"28 Jul, 2026","1,444.60",Aug 14 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Bullish,410.80,0.07,"13 Aug, 2026",410.50,Aug 14 | 15:59
NIFTY 50,BTV,Bharti Airtel,Stock,Very Bullish,"1,992.10",0.00,"14 Aug, 2026","1,992.10",Aug 14 | 15:59
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,920.50",0.00,"14 Aug, 2026","8,920.50",Aug 14 | 15:57
NIFTY 50,GI01,Grasim,Stock,Very Bullish,"3,248.70",-0.35,"03 Aug, 2026","3,260.00",Aug 14 | 15:56
NIFTY BANK,IDF01,IDFC First Bank,Stock,Very Bullish,85.69,23.37,"25 May, 2026",69.46,Aug 14 | 15:59
NIFTY BANK,IIB,IndusInd Bank,Stock,Bullish,"1,020.80",21.51,"15 Apr, 2026",840.10,Aug 14 | 15:59
NIFTY BANK,UBI01,Union Bank,Stock,Very Bullish,187.38,9.97,"13 Jul, 2026",170.39,Aug 14 | 15:59
NIFTY BANK,PNB05,PNB,Stock,Very Bullish,118.00,5.58,"20 Jul, 2026",111.76,Aug 14 | 15:59
NIFTY BANK,ASF03,AU Small Financ,Stock,Very Bullish,"1,081.90",2.82,"27 Jul, 2026","1,052.20",Aug 14 | 15:57
NIFTY BANK,CB06,Canara Bank,Stock,Bullish,131.25,-0.34,"06 Aug, 2026",131.70,Aug 14 | 15:59
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,787.30",72.05,"01 Apr, 2026","1,038.80",Aug 14 | 15:59
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Very Bullish,"4,650.00",66.51,"10 Apr, 2026","2,792.70",Aug 14 | 15:51
NIFTY MIDCAP100,OC10,One 97 Comm,Stock,Very Bullish,"1,603.00",42.51,"25 Jun, 2026","1,124.80",Aug 14 | 15:59
NIFTY MIDCAP100,KJI01,Kalyan Jeweller,Stock,Very Bullish,608.25,37.30,"09 Jul, 2026",443.00,Aug 14 | 15:58
NIFTY MIDCAP100,IEI01,Info Edge,Stock,Very Bullish,"1,343.00",30.88,"02 Jul, 2026","1,026.15",Aug 14 | 15:59
NIFTY MIDCAP100,EI,Exide Ind,Stock,Very Bullish,476.10,29.99,"26 May, 2026",366.25,Aug 14 | 15:59
NIFTY MIDCAP100,DT07,Dixon Technolog,Stock,Very Bullish,"14,130.00",25.51,"21 May, 2026","11,258.00",Aug 14 | 15:58
NIFTY MIDCAP100,MMF04,M&M Financial,Stock,Very Bullish,390.10,25.49,"24 Jun, 2026",310.85,Aug 14 | 15:56
