pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,updated_at_epoch,created_at_epoch,chartType,displayLock,scanproflg,id
1763,21,equity,REC,nse,Rising Trendline,Reversal From Support,4 hours,REC02,Closed,Y,0,1970-01-01,2026-08-17 13:39:13,2026-08-12 15:07:29,"{""chart_type"":""mc_pro_plus"",""sc_name"":""REC"",""sc_symbol"":""RECLTD"",""sc_scripcode"":""532955"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""346.50"",""pattern_type"":""buy"",""cmp"":""338.40"",""price_key"":""stk_REC02_N"",""target_price"":null,""target_return_prcnt"":""7.94"",""stoploss_price"":null,""stoploss_prcnt"":""2.45"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178652744840.png""},""rationale"":""Price has reversed from the rising trendline support, indicating buyers are defending the trend and bullish momentum is returning."",""action_type"":""add"",""created_at"":""2026-08-12 15:07:29"",""updated_at"":""2026-08-12 15:07:29""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178652744840.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-08-17 13:39:13"",""updated_at"":""2026-08-17 13:39:13""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786954153,1786527449,mc_pro_plus,N,3,
1774,21,future,NIFTY 50 - 25 August 2026,nse,RSI Diversion,Divergence at 200HEMA,1 hour,NIFTY,Closed,Y,0,1970-01-01,2026-08-17 13:17:52,2026-08-17 11:57:28,"{""chart_type"":""mc_pro_plus"",""sc_name"":""NIFTY 50 - 25 August 2026"",""sc_symbol"":""NIFTY"",""sc_scripcode"":"""",""instrument_type_code"":""FUTIDX"",""entry_condition"":""equals"",""entry_price"":""24321.80"",""pattern_type"":""buy"",""cmp"":""24416.00"",""price_key"":""futidx_NIFTY_2026-08-25"",""target_price"":null,""target_return_prcnt"":""1.77"",""stoploss_price"":null,""stoploss_prcnt"":""0.39"",""ind_id"":""9"",""expiry_date"":""2026-08-25"",""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178694804784.png""},""rationale"":""Price is reversing from a falling trendline and RSI reversing from a rising trendline, a classic diversion pattern."",""action_type"":""add"",""created_at"":""2026-08-17 11:57:28"",""updated_at"":""2026-08-17 11:57:28""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178695287180.png""},""rationale"":""106 Points up."",""action_type"":""close"",""created_at"":""2026-08-17 13:17:52"",""updated_at"":""2026-08-17 13:17:52""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786952872,1786948048,mc_pro_plus,N,3,
1766,21,equity,Oberoi Realty,nse,Falling Trendline,Bullish Reversal,2 hours,OR,Closed,Y,0,1970-01-01,2026-08-17 12:14:09,2026-08-13 10:56:50,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Oberoi Realty"",""sc_symbol"":""OBEROIRLTY"",""sc_scripcode"":""533273"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1817.00"",""pattern_type"":""buy"",""cmp"":""1933.00"",""price_key"":""stk_OR_N"",""target_price"":null,""target_return_prcnt"":""6.27"",""stoploss_price"":null,""stoploss_prcnt"":""2.70"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178659880922.png""},""rationale"":""Price has broken above the falling trendline, signaling a potential bullish reversal as buyers regain control and downward pressure weakens."",""action_type"":""add"",""created_at"":""2026-08-13 10:56:50"",""updated_at"":""2026-08-13 10:56:50""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178694904749.png""},""rationale"":""6.69% up."",""action_type"":""close"",""created_at"":""2026-08-17 12:14:09"",""updated_at"":""2026-08-17 12:14:09""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786949049,1786598810,mc_pro_plus,N,3,
1737,21,equity,Tata Motors,nse,Inverted Head& Shoulder,Breakout Retest,4 hours,TML02,Closed,Y,0,1970-01-01,2026-08-17 11:38:56,2026-08-04 13:48:02,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Tata Motors"",""sc_symbol"":""TMCV"",""sc_scripcode"":""544569"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""448.20"",""pattern_type"":""buy"",""cmp"":""468.20"",""price_key"":""stk_TML02_N"",""target_price"":null,""target_return_prcnt"":""10.66"",""stoploss_price"":null,""stoploss_prcnt"":""4.06"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178583148166.png""},""rationale"":""Price has successfully retested the neckline after the breakout, confirming the inverted Head & Shoulders reversal."",""action_type"":""add"",""created_at"":""2026-08-04 13:48:02"",""updated_at"":""2026-08-04 13:48:02""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178694693513.png""},""rationale"":""4.39% up."",""action_type"":""close"",""created_at"":""2026-08-17 11:38:56"",""updated_at"":""2026-08-17 11:38:56""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786946936,1785831482,mc_pro_plus,N,3,
1743,21,equity,Hindustan Aeronautics,nse,Falling Trendline,Bullish Reversal,1 day,HAL,Closed,Y,0,1970-01-01,2026-08-17 11:32:11,2026-08-06 09:32:38,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Hindustan Aeronautics"",""sc_symbol"":""HAL"",""sc_scripcode"":""541154"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""4821.40"",""pattern_type"":""buy"",""cmp"":""5092.60"",""price_key"":""stk_HAL_N"",""target_price"":null,""target_return_prcnt"":""11.21"",""stoploss_price"":null,""stoploss_prcnt"":""4.65"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178598895767.png""},""rationale"":""The breakout above the falling trendline suggests buyers are regaining momentum and bullish sentiment is improving."",""action_type"":""add"",""created_at"":""2026-08-06 09:32:38"",""updated_at"":""2026-08-06 09:32:38""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178694653086.png""},""rationale"":""5.79% up."",""action_type"":""close"",""created_at"":""2026-08-17 11:32:11"",""updated_at"":""2026-08-17 11:32:11""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786946531,1785988958,mc_pro_plus,N,3,
1761,21,equity,HDFC Asset Management Company,nse,Rising Trendline,Bearish Breakdown,4 hours,HAM02,Closed,Y,0,1970-01-01,2026-08-17 11:04:34,2026-08-12 11:17:05,"{""chart_type"":""mc_pro_plus"",""sc_name"":""HDFC Asset Management Company"",""sc_symbol"":""HDFCAMC"",""sc_scripcode"":""541729"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""2490.30"",""pattern_type"":""sell"",""cmp"":""2528.60"",""price_key"":""stk_HAM02_N"",""target_price"":null,""target_return_prcnt"":""4.07"",""stoploss_price"":null,""stoploss_prcnt"":""2.72"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178651362367.png""},""rationale"":""Price has broken below the rising trendline support, signaling a bearish breakdown and a potential shift in momentum toward sellers."",""action_type"":""add"",""created_at"":""2026-08-12 11:17:05"",""updated_at"":""2026-08-12 11:17:05""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178651362367.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-08-17 11:04:34"",""updated_at"":""2026-08-17 11:04:34""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786944874,1786513625,mc_pro_plus,N,3,
1771,21,index,NIFTY 50,nse,Symmetrical Triangle,Bullish Reversal,30 mins,in;NSX,Closed,Y,0,1970-01-01,2026-08-17 10:00:49,2026-08-14 13:57:38,"{""chart_type"":""mc_pro_plus"",""sc_name"":""NIFTY 50"",""sc_symbol"":""9"",""sc_scripcode"":""9"",""instrument_type_code"":""index"",""entry_condition"":""equals"",""entry_price"":""24384.80"",""pattern_type"":""buy"",""cmp"":""24285.10"",""price_key"":""indices_i_in;NSX"",""target_price"":null,""target_return_prcnt"":""0.43"",""stoploss_price"":null,""stoploss_prcnt"":""0.24"",""ind_id"":""9"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178669605768.png""},""rationale"":""Symmetrical Triangle pattern signals a bullish reversal, with price breaking out of the formation and indicating renewed buying momentum."",""action_type"":""add"",""created_at"":""2026-08-14 13:57:38"",""updated_at"":""2026-08-14 13:57:38""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178669605768.png""},""rationale"":""Pattern Failed."",""action_type"":""close"",""created_at"":""2026-08-17 10:00:49"",""updated_at"":""2026-08-17 10:00:49""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786941049,1786696058,mc_pro_plus,N,3,
1765,21,equity,Ashok Leyland,nse,Horizontal Trendline,Bullish Reversal,1 day,AL,Closed,Y,0,1970-01-01,2026-08-14 14:44:35,2026-08-13 10:14:41,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Ashok Leyland"",""sc_symbol"":""ASHOKLEY"",""sc_scripcode"":""500477"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""181.70"",""pattern_type"":""buy"",""cmp"":""173.09"",""price_key"":""stk_AL_N"",""target_price"":null,""target_return_prcnt"":""14.47"",""stoploss_price"":null,""stoploss_prcnt"":""5.34"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178659628057.png""},""rationale"":""After a fall, price consolidated sideways before breaking above horizontal resistance, signaling the start of a potential bullish trend."",""action_type"":""add"",""created_at"":""2026-08-13 10:14:41"",""updated_at"":""2026-08-13 10:14:41""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178659628057.png""},""rationale"":""Pattern Failed."",""action_type"":""close"",""created_at"":""2026-08-14 14:44:35"",""updated_at"":""2026-08-14 14:44:35""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786698875,1786596281,mc_pro_plus,N,3,
1711,21,equity,DLF,nse,Descending Triangle,Bullish Reversal,1 hour,D04,Closed,Y,0,1970-01-01,2026-08-14 09:04:25,2026-07-28 11:28:01,"{""chart_type"":""mc_pro_plus"",""sc_name"":""DLF"",""sc_symbol"":""DLF"",""sc_scripcode"":""532868"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""662.25"",""pattern_type"":""buy"",""cmp"":""664.00"",""price_key"":""stk_D04_N"",""target_price"":null,""target_return_prcnt"":""4.04"",""stoploss_price"":null,""stoploss_prcnt"":""2.15"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178521828089.png""},""rationale"":""After a short rally, price entered a consolidation phase and has now broken above resistance, signaling renewed bullish momentum"",""action_type"":""add"",""created_at"":""2026-07-28 11:28:01"",""updated_at"":""2026-07-28 11:28:01""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178521828089.png""},""rationale"":""Pattern Failed."",""action_type"":""close"",""created_at"":""2026-08-14 09:04:25"",""updated_at"":""2026-08-14 09:04:25""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786678465,1785218281,mc_pro_plus,N,3,
1729,21,equity,Crompton Greaves Consumer Electrical,nse,Falling Trendline,Breakout Retest,4 hours,CGC01,Closed,Y,0,1970-01-01,2026-08-13 17:58:00,2026-08-03 10:39:45,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Crompton Greaves Consumer Electrical"",""sc_symbol"":""CROMPTON"",""sc_scripcode"":""539876"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""267.30"",""pattern_type"":""buy"",""cmp"":""248.15"",""price_key"":""stk_CGC01_N"",""target_price"":null,""target_return_prcnt"":""9.99"",""stoploss_price"":null,""stoploss_prcnt"":""6.10"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178573378482.png""},""rationale"":""A massive candle that led to a breakout, visited the same level again as a support and now has moved above its previous swing high."",""action_type"":""add"",""created_at"":""2026-08-03 10:39:45"",""updated_at"":""2026-08-03 10:39:45""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178573378482.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-08-13 17:58:00"",""updated_at"":""2026-08-13 17:58:00""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1786624080,1785733785,mc_pro_plus,N,3,
