Date,Trend,Signal,Comment,IndicatorSummary,ScannerName,ScannerCode,Category,MC_StkName,MC_Code_Used,LTP_MC,NSE_SYMBOL,SERIES,PREV_CLOSE,OPEN,HIGH,LOW,CLOSE,AVG_PRICE,VOLUME,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,Ind1_Name,Ind1_Value,Ind2_Name,Ind2_Value,Ind3_Name,Ind3_Value,IndicatorFile,MatchType,ConfidenceScore,LTP_Close_Pct
25-Sep-2026,Bearish,Bearish Trend,Three Candlestick Pattern,change %: 1.70 | Close Price value: 217.50 | change absolute: 3.63,Double Inside Bar (Daily) Bearish,OHLC_D_P_MULTIINBAR,Candle Stick Patterns,20 Microns,2M,217.5,20MICRONS,EQ,213.87,215.01,219.8,212.78,217.58,216.9,101345,219.81,2985, 35886, 35.41,change %,1.70,Close Price value,217.50,change absolute,3.63,candlestick_bearish.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,Strong Bearish Signal,Strong Bearish Signal,change %: 1.70 | MACD Indicator value: -2.06,Strong Bearish Signal,OHLC_D_I_MACD0BEARCO,Indicator Scans,20 Microns,2M,217.5,20MICRONS,EQ,213.87,215.01,219.8,212.78,217.58,216.9,101345,219.81,2985, 35886, 35.41,change %,1.70,MACD Indicator value,-2.06,,,macd.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,Bearish Crossovers (Weekly),Adaptive RSI indicator fell below its signal line — Bearish crossover,"change %: -0.72 | Adaptive RSI Indicator value: 1,128.49",Bearish Crossovers (Weekly),OHLC_W_I_ADRBEARCO,Indicator Scans,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,change %,-0.72,Adaptive RSI Indicator value,"1,128.49",,,adaptive_rsi.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,ADX Bearish Trending Stock (Daily),"ADX falling — trend weakening, Bearish momentum",ADX Indicator value: 29.48 | change %: -0.72,ADX Bearish Trending Stock (Daily),OHLC_D_I_STRONGADXBEAR,Indicator Scans,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,ADX Indicator value,29.48,change %,-0.72,,,adx.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,Bearish Trend,"Trend: Very Bearish | Since: 03 Sep, 2026 | From: ₹1,155.00",,,,,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,,,,,,,bearish.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,Bearish Trend,Fresh selling by bears in strong downtrend stock,"change %: -0.72 | Close Price value: 1,073.00 | change absolute: -7.80",Bold Bears,OHLC_D_I_BOLDBEAR,Breakout Scan,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,change %,-0.72,Close Price value,"1,073.00",change absolute,-7.80,bearish_breakout.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,Bearish Trend,Three Candlestick Pattern,"change %: -0.72 | Close Price value: 1,073.00 | change absolute: -0.10",Three Black Crow (Weekly),OHLC_W_P_TBCBEAR,Candle Stick Patterns,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,change %,-0.72,Close Price value,"1,073.00",change absolute,-0.10,candlestick_bearish.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,Strong Bearish Signal,Strong Bearish Signal,change %: -0.72 | MACD Indicator value: -53.78,Strong Bearish Signal,OHLC_D_I_MACD0BEARCO,Indicator Scans,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,change %,-0.72,MACD Indicator value,-53.78,,,macd.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,MFI Bearish Crossovers (Weekly),MFI Bearish Crossovers (Weekly),MFI Indicator value: 51.23 | change %: -0.72,MFI Bearish Crossovers (Weekly),OHLC_W_I_MFIBELAVE,Indicator Scans,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,MFI Indicator value,51.23,change %,-0.72,,,mfi.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,RSI Bearish Crossovers (Monthly),RSI Bearish Crossovers (Monthly),RSI Indicator value: 53.12 | change %: -0.72,RSI Bearish Crossovers (Monthly),OHLC_M_I_RSIBELAVE,Indicator Scans,360 ONE WAM,IIFLW54277,1073.0,360ONE,EQ,1080.8,1080.0,1087.9,1062.3,1073.0,1073.39,738050,7922.18,36597, 438430, 59.40,RSI Indicator value,53.12,change %,-0.72,,,rsi.csv,MC_Mapping,100,0.0%
25-Sep-2026,Bearish,MFI Bearish Crossovers (Daily),MFI (14) indicator went below its average line in the current session,MFI Indicator value: 77.84 | change %: -2.24,MFI Bearish Crossovers (Daily),OHLC_D_I_MFIBELAVE,Indicator Scans,3i Infotech,I11,24.4,3IINFOLTD,BE,24.96,24.94,25.5,23.9,24.35,24.38,233223,56.85,818, -, -,MFI Indicator value,77.84,change %,-2.24,,,mfi.csv,MC_Mapping,100,0.2%
25-Sep-2026,Bearish,Bearish Trend,RSI Power Breakdown,"change %: -2.28 | Low Price value: 33,860.00 | change absolute: -115.00",RSI Power Breakdown,OHLC_D_I_RSIPOWBD,Breakout Scan,3M India,B3M,33800.0,3MINDIA,EQ,34590.0,34595.0,34595.0,33800.0,33925.0,34030.56,2731,929.37,1239, 1208, 44.23,change %,-2.28,Low Price value,"33,860.00",change absolute,-115.00,bearish_breakout.csv,MC_Mapping,100,0.4%
25-Sep-2026,Bearish,Bearish Trend,Stock giving downside breakdown of triange pattern on daily chart.,"change %: -2.28 | Low Price value: 33,800.00 | change absolute: -790.00",Triangle Breakdown,OHLC_D_I_TRNGLCANDBEAR,Breakout Scan,3M India,B3M,33800.0,3MINDIA,EQ,34590.0,34595.0,34595.0,33800.0,33925.0,34030.56,2731,929.37,1239, 1208, 44.23,change %,-2.28,Low Price value,"33,800.00",change absolute,-790.00,bearish_breakout.csv,MC_Mapping,100,0.4%
25-Sep-2026,Bearish,Bearish Trend,Single Candlestick Pattern,"change %: -2.28 | Close Price value: 33,800.00 | change absolute: -295.00",Shooting Star (Weekly),OHLC_W_P_SSTAR,Candle Stick Patterns,3M India,B3M,33800.0,3MINDIA,EQ,34590.0,34595.0,34595.0,33800.0,33925.0,34030.56,2731,929.37,1239, 1208, 44.23,change %,-2.28,Close Price value,"33,800.00",change absolute,-295.00,candlestick_bearish.csv,MC_Mapping,100,0.4%
25-Sep-2026,Bearish,MFI Bearish Crossovers (Monthly),MFI Bearish Crossovers (Monthly),MFI Indicator value: 64.97 | change %: -2.28,MFI Bearish Crossovers (Monthly),OHLC_M_I_MFIBELAVE,Indicator Scans,3M India,B3M,33800.0,3MINDIA,EQ,34590.0,34595.0,34595.0,33800.0,33925.0,34030.56,2731,929.37,1239, 1208, 44.23,MFI Indicator value,64.97,change %,-2.28,,,mfi.csv,MC_Mapping,100,0.4%
25-Sep-2026,Bearish,Bearish Trend,Price crossed below Moving Average — Bearish signal,"Change Percent: -2.28 | 200-DMA Indicator value: 33,867.80",200 DMA Breakdown,OHLC_D_I_200DMABEAR,Moving Average Scan,3M India,B3M,33800.0,3MINDIA,EQ,34590.0,34595.0,34595.0,33800.0,33925.0,34030.56,2731,929.37,1239, 1208, 44.23,Change Percent,-2.28,200-DMA Indicator value,"33,867.80",,,moving_average_bearish.csv,MC_Mapping,100,0.4%
