Date,Trend,Signal,Comment,IndicatorSummary,ScannerName,ScannerCode,Category,MC_StkName,MC_Code_Used,LTP_MC,NSE_SYMBOL,SERIES,PREV_CLOSE,OPEN,HIGH,LOW,CLOSE,AVG_PRICE,VOLUME,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,Ind1_Name,Ind1_Value,Ind2_Name,Ind2_Value,Ind3_Name,Ind3_Value,IndicatorFile,MatchType,ConfidenceScore,LTP_Close_Pct
06-Aug-2026,Bearish,Bearish Trend,"Trend: Bearish | Since: 31 Jul, 2026 | From: ₹192.46",,,,,20 Microns,2M,191.71,20MICRONS,EQ,194.85,195.0,195.3,191.5,191.71,193.24,114716,221.68,2051, 61247, 53.39,,,,,,,bearish.csv,MC_Mapping,100,0.0%
06-Aug-2026,Bearish,Bearish Trend,Single Candlestick Pattern,change %: -1.72 | Close Price value: 191.50 | change absolute: -0.96,Shooting Star (Weekly),OHLC_W_P_SSTAR,Candle Stick Patterns,20 Microns,2M,191.5,20MICRONS,EQ,194.85,195.0,195.3,191.5,191.71,193.24,114716,221.68,2051, 61247, 53.39,change %,-1.72,Close Price value,191.50,change absolute,-0.96,candlestick_bearish.csv,MC_Mapping,100,0.1%
06-Aug-2026,Bearish,Bearish Trend,Three Candlestick Pattern,change %: -1.72 | Close Price value: 191.50 | change absolute: -3.35,Double Inside Bar (Daily) Bearish,OHLC_D_P_MULTIINBAR,Candle Stick Patterns,20 Microns,2M,191.5,20MICRONS,EQ,194.85,195.0,195.3,191.5,191.71,193.24,114716,221.68,2051, 61247, 53.39,change %,-1.72,Close Price value,191.50,change absolute,-3.35,candlestick_bearish.csv,MC_Mapping,100,0.1%
06-Aug-2026,Bearish,Strong Bearish Signal,Strong Bearish Signal,change %: -1.72 | MACD Indicator value: -0.66,Strong Bearish Signal,OHLC_D_I_MACD0BEARCO,Indicator Scans,20 Microns,2M,191.5,20MICRONS,EQ,194.85,195.0,195.3,191.5,191.71,193.24,114716,221.68,2051, 61247, 53.39,change %,-1.72,MACD Indicator value,-0.66,,,macd.csv,MC_Mapping,100,0.1%
06-Aug-2026,Bearish,MFI Bearish Crossovers (Weekly),MFI Bearish Crossovers (Weekly),MFI Indicator value: 77.46 | change %: -1.72,MFI Bearish Crossovers (Weekly),OHLC_W_I_MFIBELAVE,Indicator Scans,20 Microns,2M,191.5,20MICRONS,EQ,194.85,195.0,195.3,191.5,191.71,193.24,114716,221.68,2051, 61247, 53.39,MFI Indicator value,77.46,change %,-1.72,,,mfi.csv,MC_Mapping,100,0.1%
06-Aug-2026,Bearish,MFI Bearish Crossovers (Monthly),MFI Bearish Crossovers (Monthly),MFI Indicator value: 45.59 | change %: -0.50,MFI Bearish Crossovers (Monthly),OHLC_M_I_MFIBELAVE,Indicator Scans,360 ONE WAM,IIFLW54277,1186.0,360ONE,EQ,1192.0,1193.1,1197.0,1180.9,1186.0,1187.45,959901,11398.34,29613, 553608, 57.67,MFI Indicator value,45.59,change %,-0.50,,,mfi.csv,MC_Mapping,100,0.0%
06-Aug-2026,Bearish,MFI Bearish Crossovers in bearish Zone (Monthly),MFI Bearish Crossovers in bearish Zone (Monthly),MFI Indicator value: 45.59 | change %: -0.50,MFI Bearish Crossovers in bearish Zone (Monthly),OHLC_M_I_MFI50COBEAR,Indicator Scans,360 ONE WAM,IIFLW54277,1186.0,360ONE,EQ,1192.0,1193.1,1197.0,1180.9,1186.0,1187.45,959901,11398.34,29613, 553608, 57.67,MFI Indicator value,45.59,change %,-0.50,,,mfi.csv,MC_Mapping,100,0.0%
06-Aug-2026,Bearish,Bearish Trend,RSI Power Breakdown,"change %: 0.04 | Low Price value: 35,815.00 | change absolute: -215.00",RSI Power Breakdown,OHLC_D_I_RSIPOWBD,Breakout Scan,3M India,B3M,35820.0,3MINDIA,EQ,35805.0,35805.0,36595.0,35710.0,36000.0,36131.67,4631,1673.26,2479, 2505, 54.09,change %,0.04,Low Price value,"35,815.00",change absolute,-215.00,bearish_breakout.csv,MC_Mapping,100,0.5%
06-Aug-2026,Bearish,Bearish Trend,Three Candlestick Pattern,"change %: 0.04 | Close Price value: 35,820.00 | change absolute: 15.00",Double Inside Bar (Daily) Bearish,OHLC_D_P_MULTIINBAR,Candle Stick Patterns,3M India,B3M,35820.0,3MINDIA,EQ,35805.0,35805.0,36595.0,35710.0,36000.0,36131.67,4631,1673.26,2479, 2505, 54.09,change %,0.04,Close Price value,"35,820.00",change absolute,15.00,candlestick_bearish.csv,MC_Mapping,100,0.5%
06-Aug-2026,Bearish,Momentum Reversal - Bearish Signal,Momentum Reversal - Bearish Signal,change %: 0.04 | MACD Indicator value: 85.38,Momentum Reversal - Bearish Signal,OHLC_D_I_MACDREVBEAR,Indicator Scans,3M India,B3M,35820.0,3MINDIA,EQ,35805.0,35805.0,36595.0,35710.0,36000.0,36131.67,4631,1673.26,2479, 2505, 54.09,change %,0.04,MACD Indicator value,85.38,,,macd.csv,MC_Mapping,100,0.5%
