userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,is_closed,is_deleted,end_date,meta_data,p_status,pattern_id,analyst_name,analyst_image,updated_at,created_at,updated_at_epoch,created_at_epoch,sc_name,symbol,chartType,displayLock,scanproflg
21,,,nse,Falling Trendline,Bullish Reversal,30 mins,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""23976.55"",""pattern_type"":""buy"",""cmp"":""23976.55"",""price_key"":""indices_i_in;NSX"",""target_price"":""24086"",""target_return_prcnt"":""0.46"",""stoploss_price"":""23957"",""stoploss_prcnt"":""0.08"",""ind_id"":""9"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178159914390.png""},""rationale"":""A falling trendline reflects sustained selling pressure through lower highs. Price has now broken above the trendline, signalling a bullish breakout and a potential shift in momentum."",""action_type"":""add"",""created_at"":""2026-06-16 14:09:03"",""updated_at"":""2026-06-16 14:09:03""}]}",New,1587,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-16 14:09:03,2026-06-16 14:09:03,1781599143,1781599143,,,mc_pro_plus,Y,3
21,,,nse,Falling channel,Bullish Reversal,30 mins,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""57242.95"",""pattern_type"":""buy"",""cmp"":""57242.95"",""price_key"":""indices_i_in;nbx"",""target_price"":""57581"",""target_return_prcnt"":""0.59"",""stoploss_price"":""57148"",""stoploss_prcnt"":""0.17"",""ind_id"":""23"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178159708066.png""},""rationale"":""A falling channel forms with lower highs and lower lows during a corrective phase. Price has broken above the channel resistance, signalling a bullish reversal and improving momentum."",""action_type"":""add"",""created_at"":""2026-06-16 13:34:41"",""updated_at"":""2026-06-16 13:34:41""}]}",New,1586,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-16 13:34:41,2026-06-16 13:34:41,1781597081,1781597081,,,mc_pro_plus,Y,3
21,,,nse,Horizontal Trendline,Bouncing from support,2 hours,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""3194.30"",""pattern_type"":""buy"",""cmp"":""3194.30"",""price_key"":""stk_KTI05_N"",""target_price"":""3761"",""target_return_prcnt"":""17.74"",""stoploss_price"":""3027"",""stoploss_prcnt"":""5.24"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178158752659.png""},""rationale"":""Price bounced from a key horizontal support zone, showing strong buying interest. Trading above the 50EMA further supports the bullish outlook and improving momentum."",""action_type"":""add"",""created_at"":""2026-06-16 10:55:27"",""updated_at"":""2026-06-16 10:55:27""}]}",New,1585,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-16 10:55:27,2026-06-16 10:55:27,1781587527,1781587527,,,mc_pro_plus,Y,3
21,,,nse,Cup & Handle Pattern,Bullish Reversal,1 day,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""535.90"",""pattern_type"":""buy"",""cmp"":""535.90"",""price_key"":""stk_II15_N"",""target_price"":""630"",""target_return_prcnt"":""17.56"",""stoploss_price"":""499"",""stoploss_prcnt"":""6.89"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178158514748.png""},""rationale"":""Cup & Handle forms with a rounded base followed by a small pullback. Price has broken above the handle resistance, confirming a bullish reversal and fresh buying momentum."",""action_type"":""add"",""created_at"":""2026-06-16 10:15:47"",""updated_at"":""2026-06-16 10:15:47""}]}",New,1584,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-16 10:15:47,2026-06-16 10:15:47,1781585147,1781585147,,,mc_pro_plus,Y,3
21,,,nse,Ascending Triangle,Bullish Reversal,2 hours,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""213.80"",""pattern_type"":""buy"",""cmp"":""213.80"",""price_key"":""stk_HUD_N"",""target_price"":""227"",""target_return_prcnt"":""6.17"",""stoploss_price"":""208"",""stoploss_prcnt"":""2.71"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178158395059.png""},""rationale"":""Price formed higher lows while facing resistance. The breakout above resistance signals strengthening buying pressure and a potential upward trend."",""action_type"":""add"",""created_at"":""2026-06-16 09:55:51"",""updated_at"":""2026-06-16 09:55:51""}]}",New,1583,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-16 09:55:51,2026-06-16 09:55:51,1781583951,1781583951,,,mc_pro_plus,Y,3
21,,,nse,Horizontal Trendline,All Time High Breakout,30 mins,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""2259.00"",""pattern_type"":""buy"",""cmp"":""2259.00"",""price_key"":""stk_K04_N"",""target_price"":""2385"",""target_return_prcnt"":""5.58"",""stoploss_price"":""2180"",""stoploss_prcnt"":""3.50"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178158241570.png""},""rationale"":""Price has crossed above its horizontal resistance and entered uncharted territory, signalling strong bullish momentum and potential trend continuation."",""action_type"":""add"",""created_at"":""2026-06-16 09:30:16"",""updated_at"":""2026-06-16 09:30:16""}]}",New,1582,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-16 09:30:16,2026-06-16 09:30:16,1781582416,1781582416,,,mc_pro_plus,Y,3
21,,,nse,Descending Triangle,Bullish Breakout,4 hours,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1856.10"",""pattern_type"":""buy"",""cmp"":""1856.10"",""price_key"":""stk_PM02_N"",""target_price"":""1933"",""target_return_prcnt"":""4.14"",""stoploss_price"":""1784"",""stoploss_prcnt"":""3.88"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178151772220.png""},""rationale"":""After forming lower highs against a strong support zone, price has broken above resistance, signaling renewed buying momentum."",""action_type"":""add"",""created_at"":""2026-06-15 15:32:03"",""updated_at"":""2026-06-15 15:32:03""}]}",New,1581,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-15 15:32:03,2026-06-15 15:32:03,1781517723,1781517723,,,mc_pro_plus,Y,3
21,,,nse,Rectangle Pattern,Bullish Breakout,2 hours,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""936.75"",""pattern_type"":""buy"",""cmp"":""936.75"",""price_key"":""stk_MOF01_N"",""target_price"":""1008"",""target_return_prcnt"":""7.61"",""stoploss_price"":""904"",""stoploss_prcnt"":""3.50"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178150537817.png""},""rationale"":""After consolidating within a defined range, price has broken above resistance, indicating buyers have gained control and momentum is shifting upward."",""action_type"":""add"",""created_at"":""2026-06-15 12:06:19"",""updated_at"":""2026-06-15 12:06:19""}]}",New,1580,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-15 12:06:19,2026-06-15 12:06:19,1781505379,1781505379,,,mc_pro_plus,Y,3
21,,,nse,Symmetrical Triangle,Bullish Breakout,2 hours,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""2881.50"",""pattern_type"":""buy"",""cmp"":""2881.50"",""price_key"":""stk_L_N"",""target_price"":""2993"",""target_return_prcnt"":""3.87"",""stoploss_price"":""2817"",""stoploss_prcnt"":""2.24"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178150368333.png""},""rationale"":""After a phase of tightening price action, the stock has broken above triangle resistance, signalling stronger buying interest and potential upside momentum."",""action_type"":""add"",""created_at"":""2026-06-15 11:38:04"",""updated_at"":""2026-06-15 11:38:04""}]}",New,1579,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-15 11:38:04,2026-06-15 11:38:04,1781503684,1781503684,,,mc_pro_plus,Y,3
21,,,nse,Rectangle Pattern,Bullish Reversal,1 hour,,N,0,2026-06-26,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""408.70"",""pattern_type"":""buy"",""cmp"":""408.70"",""price_key"":""stk_LIC09_N"",""target_price"":""426"",""target_return_prcnt"":""4.23"",""stoploss_price"":""403"",""stoploss_prcnt"":""1.39"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178150011790.png""},""rationale"":""After a period of sideways consolidation, price has moved above the resistance, indicating renewed buying interest and a potential upward trend."",""action_type"":""add"",""created_at"":""2026-06-15 10:38:38"",""updated_at"":""2026-06-15 10:38:38""}]}",New,1578,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-06-15 10:38:38,2026-06-15 10:38:38,1781500118,1781500118,,,mc_pro_plus,Y,3
