pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,id,updated_at_epoch,created_at_epoch,chartType,displayLock,scanproflg
1660,21,equity,Zee Entertainment Enterprises,nse,Horizontal Channel,Breakout Retest,4 hours,ZT,Closed,Y,0,2026-07-28,2026-07-28 15:45:55,2026-07-14 11:20:57,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Zee Entertainment Enterprises"",""sc_symbol"":""ZEEL"",""sc_scripcode"":""505537"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""105.04"",""pattern_type"":""buy"",""cmp"":""107.57"",""price_key"":""stk_ZT_N"",""target_price"":""116"",""target_return_prcnt"":""10.43"",""stoploss_price"":""96"",""stoploss_prcnt"":""8.61"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178400825521.png""},""rationale"":""After breaking above resistance, price retested the breakout zone and held, confirming sustained buying strength."",""action_type"":""add"",""created_at"":""2026-07-14 11:20:57"",""updated_at"":""2026-07-14 11:20:57""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178400825521.png""},""rationale"":""Pattern Expired"",""action_type"":""close"",""created_at"":""2026-07-28 15:45:55"",""updated_at"":""2026-07-28 15:45:55""}],""auto_closed"":true,""exit_price"":""107.57"",""exit_price_condition"":""equals"",""closed_on"":""2026-07-28 15:45:55""}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1660.0,1785233755,1784008257,mc_pro_plus,N,3
1673,21,equity,Hindustan Unilever,nse,Rising Trendline,Reversal From Support,4 hours,HL,Closed,Y,0,2026-07-28,2026-07-28 15:45:55,2026-07-17 10:10:03,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Hindustan Unilever"",""sc_symbol"":""HINDUNILVR"",""sc_scripcode"":""500696"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""2132.60"",""pattern_type"":""buy"",""cmp"":""2022.70"",""price_key"":""stk_HL_N"",""target_price"":""2221"",""target_return_prcnt"":""4.15"",""stoploss_price"":""2092"",""stoploss_prcnt"":""1.90"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178426320246.png""},""rationale"":""Price has respected the rising trendline. earlier when it has at the support level it had a strong bullish move."",""action_type"":""add"",""created_at"":""2026-07-17 10:10:03"",""updated_at"":""2026-07-17 10:10:03""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178426320246.png""},""rationale"":""Pattern Expired"",""action_type"":""close"",""created_at"":""2026-07-28 15:45:55"",""updated_at"":""2026-07-28 15:45:55""}],""auto_closed"":true,""exit_price"":""2022.70"",""exit_price_condition"":""equals"",""closed_on"":""2026-07-28 15:45:55""}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1673.0,1785233755,1784263203,mc_pro_plus,N,3
1707,21,equity,Indian Energy Exchange,nse,Symmetrical Triangle,Breakout Retest,4 hours,IEE,Closed,Y,0,1970-01-01,2026-07-28 15:23:57,2026-07-27 15:16:06,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Indian Energy Exchange"",""sc_symbol"":""IEX"",""sc_scripcode"":""540750"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""126.79"",""pattern_type"":""buy"",""cmp"":""132.22"",""price_key"":""stk_IEE_N"",""target_price"":null,""target_return_prcnt"":""5.69"",""stoploss_price"":null,""stoploss_prcnt"":""2.99"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178514556484.png""},""rationale"":""A symmetrical triangle breakout retest occurs when price breaks above the triangle, returns to test the breakout level as support, and then continues upward, confirming bullish strength."",""action_type"":""add"",""created_at"":""2026-07-27 15:16:06"",""updated_at"":""2026-07-27 15:16:06""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178523243635.png""},""rationale"":""4.95% up"",""action_type"":""close"",""created_at"":""2026-07-28 15:23:57"",""updated_at"":""2026-07-28 15:23:57""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785232437,1785145566,mc_pro_plus,N,3
1668,21,equity,Adani Energy Solutions,nse,Horizontal Channel,Resistance Breakout,2 hours,AT18,Closed,Y,0,1970-01-01,2026-07-28 14:13:14,2026-07-16 11:23:10,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Adani Energy Solutions"",""sc_symbol"":""ADANIENSOL"",""sc_scripcode"":""539254"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1733.20"",""pattern_type"":""buy"",""cmp"":""1655.70"",""price_key"":""stk_AT18_N"",""target_price"":null,""target_return_prcnt"":""3.33"",""stoploss_price"":null,""stoploss_prcnt"":""2.55"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178418118830.png""},""rationale"":""Multiple horizontal resistance zones repeatedly capped the advance. The breakout above the latest resistance confirms sustained buying strength, extending the ongoing uptrend."",""action_type"":""add"",""created_at"":""2026-07-16 11:23:10"",""updated_at"":""2026-07-16 11:23:10""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178418118830.png""},""rationale"":""Pattern Failed."",""action_type"":""close"",""created_at"":""2026-07-28 14:13:14"",""updated_at"":""2026-07-28 14:13:14""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785228194,1784181190,mc_pro_plus,N,3
1672,21,equity,Mahindra and Mahindra,nse,Descending Triangle,Bullish Continuation,1 hour,MM,Closed,Y,0,1970-01-01,2026-07-28 10:14:11,2026-07-17 09:45:09,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Mahindra and Mahindra"",""sc_symbol"":""M&M"",""sc_scripcode"":""500520"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""3157.90"",""pattern_type"":""buy"",""cmp"":""3255.00"",""price_key"":""stk_MM_N"",""target_price"":null,""target_return_prcnt"":""3.14"",""stoploss_price"":null,""stoploss_prcnt"":""1.45"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178426170737.png""},""rationale"":""After a bullish move, price started to consolidate withing a descending triangle. And now has moved above the resistance level showing bullish move Ahed."",""action_type"":""add"",""created_at"":""2026-07-17 09:45:09"",""updated_at"":""2026-07-17 09:45:09""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178478902931.png""},""rationale"":""Bullish trend continuation."",""action_type"":""update"",""created_at"":""2026-07-23 12:13:50"",""updated_at"":""2026-07-23 12:13:50""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178478902931.png""},""rationale"":""Pattern Failed."",""action_type"":""close"",""created_at"":""2026-07-28 10:14:11"",""updated_at"":""2026-07-28 10:14:11""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785213851,1784261709,mc_pro_plus,N,3
1705,21,equity,Lodha Developers,nse,Falling Channel,Bullish Breakout,1 hour,MD04,Closed,Y,0,1970-01-01,2026-07-28 09:31:48,2026-07-27 10:38:16,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Lodha Developers"",""sc_symbol"":""LODHA"",""sc_scripcode"":""543287"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1200.40"",""pattern_type"":""buy"",""cmp"":""1265.00"",""price_key"":""stk_MD04_N"",""target_price"":null,""target_return_prcnt"":""5.38"",""stoploss_price"":null,""stoploss_prcnt"":""2.95"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178512889523.png""},""rationale"":""A falling channel bullish breakout occurs when price breaks above a downward-sloping channel, showing bullish trend continuation."",""action_type"":""add"",""created_at"":""2026-07-27 10:38:16"",""updated_at"":""2026-07-27 10:42:28""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178521130745.png""},""rationale"":""5.73% up"",""action_type"":""close"",""created_at"":""2026-07-28 09:31:48"",""updated_at"":""2026-07-28 09:31:48""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785211308,1785128896,mc_pro_plus,N,3
1700,21,equity,COFORGE,nse,Rising Trendline,Reversal From Support,4 hours,NII02,Closed,Y,0,1970-01-01,2026-07-28 09:28:31,2026-07-24 10:42:33,"{""chart_type"":""mc_pro_plus"",""sc_name"":""COFORGE"",""sc_symbol"":""COFORGE"",""sc_scripcode"":""532541"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1464.60"",""pattern_type"":""buy"",""cmp"":""1630.00"",""price_key"":""stk_NII02_N"",""target_price"":null,""target_return_prcnt"":""7.20"",""stoploss_price"":null,""stoploss_prcnt"":""2.50"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178486995274.png""},""rationale"":""A reversal from the rising trendline support and RSI reversing from 30 levels both suggest buying at support levels."",""action_type"":""add"",""created_at"":""2026-07-24 10:42:33"",""updated_at"":""2026-07-24 10:42:33""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178521110989.png""},""rationale"":""11.31% up"",""action_type"":""close"",""created_at"":""2026-07-28 09:28:31"",""updated_at"":""2026-07-28 09:28:31""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785211111,1784869953,mc_pro_plus,N,3
1691,21,equity,Marico,nse,Falling Trendline,Bullish Reversal,30 mins,MI25,Closed,Y,0,1970-01-01,2026-07-27 13:48:48,2026-07-22 13:31:02,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Marico"",""sc_symbol"":""MARICO"",""sc_scripcode"":""531642"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""859.15"",""pattern_type"":""buy"",""cmp"":""857.10"",""price_key"":""stk_MI25_N"",""target_price"":null,""target_return_prcnt"":""2.19"",""stoploss_price"":null,""stoploss_prcnt"":""1.76"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178470726123.png""},""rationale"":""The breakout above the falling trendline, followed by a move past the previous swing high, confirms strengthening momentum and signals a bullish trend reversal."",""action_type"":""add"",""created_at"":""2026-07-22 13:31:02"",""updated_at"":""2026-07-22 13:31:02""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178470726123.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-07-27 13:48:48"",""updated_at"":""2026-07-27 13:48:48""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785140328,1784707262,mc_pro_plus,N,3
1677,21,equity,Axis Bank,nse,Bullish Gartley,Reversal Pattern,1 hour,UTI10,Closed,Y,0,1970-01-01,2026-07-27 13:44:53,2026-07-20 10:07:14,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Axis Bank"",""sc_symbol"":""AXISBANK"",""sc_scripcode"":""532215"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1263.30"",""pattern_type"":""buy"",""cmp"":""1222.40"",""price_key"":""stk_UTI10_N"",""target_price"":null,""target_return_prcnt"":""6.63"",""stoploss_price"":null,""stoploss_prcnt"":""1.29"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178452223277.png""},""rationale"":""A Bullish Gartley is a five-point harmonic chart pattern utilizing precise Fibonacci ratios to identify high-probability reversal zone (PRZ)."",""action_type"":""add"",""created_at"":""2026-07-20 10:07:14"",""updated_at"":""2026-07-20 10:07:14""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178452223277.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-07-27 13:44:53"",""updated_at"":""2026-07-27 13:44:53""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785140093,1784522234,mc_pro_plus,N,3
1642,21,equity,Swiggy,nse,Rectangle Pattern,Bullish Reversal,2 hours,SL23,Closed,Y,0,1970-01-01,2026-07-27 10:21:21,2026-07-09 11:23:56,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Swiggy"",""sc_symbol"":""SWIGGY"",""sc_scripcode"":""544285"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""279.25"",""pattern_type"":""buy"",""cmp"":""256.79"",""price_key"":""stk_SL23_N"",""target_price"":null,""target_return_prcnt"":""20.68"",""stoploss_price"":null,""stoploss_prcnt"":""7.61"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178357643559.png""},""rationale"":""A rectangle pattern reflects a period of sideways consolidation within a defined range. A breakout from resistance suggests buyers are regaining control, pointing to a potential bullish reversal."",""action_type"":""add"",""created_at"":""2026-07-09 11:23:56"",""updated_at"":""2026-07-09 11:23:56""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178357643559.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-07-27 10:21:21"",""updated_at"":""2026-07-27 10:21:21""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,,1785127881,1783576436,mc_pro_plus,N,3
