Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,NTP,NTPC,Stock,Very Bearish,327.00,-15.48,"29 May, 2026",386.90,Sep 16 | 15:59
NIFTY 50,MU01,Maruti Suzuki,Stock,Very Bearish,"12,166.00",-11.58,"17 Aug, 2026","13,760.00",Sep 16 | 15:59
NIFTY 50,DRL,Dr Reddys Labs,Stock,Very Bearish,"1,140.00",-10.20,"09 Jul, 2026","1,269.50",Sep 16 | 15:58
NIFTY 50,API,Asian Paints,Stock,Very Bearish,"2,416.60",-10.08,"17 Aug, 2026","2,687.50",Sep 16 | 15:59
NIFTY 50,TEL,TMPV,Stock,Very Bearish,301.00,-10.01,"14 Aug, 2026",334.50,Sep 16 | 15:59
NIFTY 50,UTC,UltraTechCement,Stock,Very Bearish,"10,700.00",-8.59,"13 Aug, 2026","11,706.00",Sep 16 | 15:52
NIFTY 50,HL,HUL,Stock,Very Bearish,"1,962.00",-8.14,"08 Jul, 2026","2,135.80",Sep 16 | 15:59
NIFTY 50,MM,M&M,Stock,Very Bearish,"3,070.00",-7.81,"27 Aug, 2026","3,330.00",Sep 16 | 15:57
NIFTY 50,SLI03,SBI Life Insura,Stock,Very Bearish,"1,697.90",-7.60,"11 Aug, 2026","1,837.60",Sep 16 | 15:57
NIFTY 50,STF,Shriram Finance,Stock,Very Bearish,979.00,-7.56,"01 Sep, 2026","1,059.10",Sep 16 | 15:59
NIFTY 50,JFS,Jio Financial,Stock,Very Bearish,224.84,-7.53,"19 Aug, 2026",243.15,Sep 16 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Very Bearish,"4,733.50",-7.46,"24 Aug, 2026","5,115.00",Sep 16 | 15:55
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bearish,262.80,-7.27,"04 Aug, 2026",283.40,Sep 16 | 15:59
NIFTY 50,TT,TATA Cons. Prod,Stock,Very Bearish,"1,000.10",-7.23,"11 Aug, 2026","1,078.00",Sep 16 | 15:55
NIFTY 50,ITC,ITC,Stock,Very Bearish,264.15,-6.55,"10 Aug, 2026",282.65,Sep 16 | 15:59
NIFTY 50,W,Wipro,Stock,Very Bearish,166.89,-6.27,"18 Aug, 2026",178.06,Sep 16 | 15:59
NIFTY 50,IT,Infosys,Stock,Very Bearish,"1,060.00",-6.22,"03 Sep, 2026","1,130.30",Sep 16 | 15:59
NIFTY 50,L,Trent,Stock,Very Bearish,"2,769.70",-5.98,"17 Aug, 2026","2,946.00",Sep 16 | 15:54
NIFTY 50,BF04,Bajaj Finserv,Stock,Very Bearish,"1,837.00",-5.24,"07 Sep, 2026","1,938.60",Sep 16 | 15:59
NIFTY 50,C,Cipla,Stock,Very Bearish,"1,358.00",-5.11,"18 Aug, 2026","1,431.10",Sep 16 | 15:58
NIFTY 50,BE03,Bharat Elec,Stock,Very Bearish,385.75,-4.99,"09 Sep, 2026",406.00,Sep 16 | 15:59
NIFTY 50,BAF,Bajaj Finance,Stock,Very Bearish,"1,006.20",-4.81,"31 Aug, 2026","1,057.00",Sep 16 | 15:59
NIFTY 50,BTV,Bharti Airtel,Stock,Very Bearish,"1,835.00",-4.53,"19 Aug, 2026","1,922.00",Sep 16 | 15:58
