MC_Code,MC_StockName,MC_ShortName,MC_UrlCode,Source,NSE_Symbol,BSE_Code,ISIN,Full_Name,Series,Sector,LTP,API_Status
DRL01,Dr Reddys Labs NCD,Dr Reddys NCD,,stock_ideas,,,,Dr Reddys Labs NCD,,Pharmaceuticals,NT*,FOUND
NCI,Ondeo Nalco India,Ondeo Nalco,,stock_ideas,,,,Ondeo Nalco India,,Chemicals,217.50,FOUND
JRA,Jyoti Resins and Adhesives,Jyoti Resins,JRA,stock_ideas,,,,Jyoti Resins and Adhesives,,Chemicals,NT*,FOUND
RI12,HAMPTON SKY REALTY,HAMPTON SKY,RPI04,stock_ideas,,,,Ritesh Properties and Industries,,Textiles - Hosiery/Knitwear,NT*,FOUND
BF02,Bharat Agri Fert & Realty,Bharat Agri,BF02,stock_ideas,,,,Bharat Agri Fert & Realty,,Fertilisers,NT*,FOUND
AHR01,Abhinav Capital Services,Abhinav Capital,ACS04,stock_ideas,,,,Abhinav Capital Services,,Finance - General,NT*,FOUND
TCM,21st Cen Mgt,,,bearish.csv,21STCENMGM,526921,INE253B01015,21st Century Management,EQ,Finance - General,29.17,FOUND
IIFLW54277,360 ONE WAM,360ONE,,technical_picks_inactive.csv,360ONE,542772,INE466L01038,360 ONE WAM,EQ,Finance - Others,971.70,FOUND
I11,3i Infotech,,,bullish.csv,3IINFOLTD,532628,INE748C01038,3i Infotech,EQ,Computers - Software,15.70,FOUND
B3M,3M India,3M India,MI42,stock_ideas,3MINDIA,523395,INE470A01017,3M India,EQ,Diversified,31595.00,FOUND
PAI04,Pudumjee Ind,,,bullish.csv,3PLAND,516092,INE105C01023,3p Land Holdings,EQ,Paper,34.66,FOUND
AME02,A2Z Infra Eng,,,bullish.csv,A2ZINFRA,533292,INE619I01012,A2Z Infra Engineering ,BE,Power - Transmission & Equipment,17.23,FOUND
ATL04,AAA,,,bullish.csv,AAATECH,543671,INE0D0U01013,AAA Technologies,EQ,Software,98.25,FOUND
AHFL,Aadhar Housing Finance,Aadhar Housing ,AHFL,stock_ideas,AADHARHFC,544176,INE883F01010,Aadhar Housing Finance,EQ,Finance - Housing,471.30,FOUND
AMT01,Aakaar Medical,,,bullish.csv,AAKAAR,-,INE1GYP01013,Aakaar Medical Technologies,ST,Medical Equipment/Supplies/Accessories,55.90,FOUND
AES01,Aakash Explorat,,,bearish.csv,AAKASH,0,INE087Z01024,Aakash Exploration Services,BE,Engineering - Heavy,8.24,FOUND
ADL03,Aaradhya Dispos,,ADL03,52wk,AARADHYA,-,INE124401014,Aaradhya Disposal,SM,Paper & Forest Products,95.00,FOUND
ADP,Aarey Drugs,,,bearish.csv,AAREYDRUGS,524412,INE198H01019,Aarey Drugs and Pharmaceuticals,EQ,Pharmaceuticals,62.16,FOUND
KS20,Aarnav Fashions,,,bearish.csv,AARNAV,539562,INE750R01016,Aarnav Fashions,EQ,Finance - General,23.40,FOUND
AS31,Aartech Solonics,Aartech Solonic,AS27,stock_ideas,AARTECH,542580,INE01C001026,Aartech Solonics,EQ,Electronics - Components,46.80,FOUND
AD,Aarti Drugs,,,bullish.csv,AARTIDRUGS,524348,INE767A01016,Aarti Drugs,EQ,Pharmaceuticals,361.55,FOUND
AI,Aarti Industries,Aarti Ind,AI45,stock_ideas,AARTIIND,524208,INE769A01020,Aarti Industries,EQ,Chemicals,421.70,FOUND
AP32,Aarti Pharmalabs,AARTIPHARM,,technical_picks_inactive.csv,AARTIPHARM,543748,INE0LRU01027,Aarti Pharmalabs,EQ,Medical Equipment/Supplies/Accessories,688.25,FOUND
ASL09,Aarti Surfactan,,,bullish.csv,AARTISURF,543210,INE09EO01013,Aarti Surfactants,EQ,Diversified Chemicals,391.30,FOUND
AE18,Aarvi Encon,,,bullish.csv,AARVI,0,INE754X01016,Aarvi Encon,EQ,Diversified,131.17,FOUND
AH11,Aatmaj Health,,,bullish.csv,AATMAJ,0,INE0OB201016,Aatmaj Healthcare,SM,Hospital & Healthcare Services,20.15,FOUND
AF32,AAVAS Financiers,AAVAS,,technical_picks_inactive.csv,AAVAS,541988,INE216P01012,AAVAS Financiers ,EQ,Finance - General,1209.30,FOUND
ABB,ABB India,,ABB,52wk,ABB,500002,INE117A01022,ABB India,EQ,Infrastructure - General,6565.00,FOUND
KP,Abbott India,Abbott India,AI51,stock_ideas,ABBOTINDIA,500488,INE358A01014,Abbott India,EQ,Pharmaceuticals,25850.00,FOUND
ABC07,Aditya Birla Capital,ABCAPITAL,,technical_picks_inactive.csv,ABCAPITAL,540691,INE674K01013,Aditya Birla Capital,EQ,Finance - Investments,338.40,FOUND
ACI13,AB Cotspin,,,bearish.csv,ABCOTS,544522,INE08PH01015,AB Cotspin India,EQ,Textiles,401.10,FOUND
ABD,Allied Blenders & Distillers,Allied Blenders,ABD,stock_ideas,ABDL,544203,INE552Z01027,Allied Blenders & Distillers,EQ,Breweries & Distilleries,457.15,FOUND
PFR,Aditya Birla Fashion & Retail,ABFRL,,technical_picks_inactive.csv,ABFRL,535755,INE647O01011,Aditya Birla Fashion & Retail,EQ,Retail,59.47,FOUND
ABF,Aditya Birla Fashion & Retail - RE,AB Fashion RE,,stock_ideas,ABFRL-RE,750636,INE647O20011,Aditya Birla Fashion & Retail - RE,,Retailing,10.15,FOUND
ABGSE24404,ABGSEC,,,bullish.csv,ABGSEC,,INF209KC1134,ABGSEC,EQ,Miscellaneous,111.90,FOUND
I12,A B Infrabuild,,,bearish.csv,ABINFRA,544281,INE00YB01025,A B Infrabuild,EQ,Infrastructure - General,16.08,FOUND
ABL06,Aditya Birla Lifestyle Brands,ABLBL,ABL06,stock_ideas,ABLBL,544403,INE14LE01019,Aditya Birla Lifestyle Brands,EQ,Speciality Retailers,100.83,FOUND
CTI,Aditya Birla Real Estate,ABREL,,technical_picks_inactive.csv,ABREL,500040,INE055A01016,Aditya Birla Real Estate,EQ,Construction - Real Estate,1263.30,FOUND
ABS06,ABSL Top10 Bk,,,bullish.csv,ABSL10BANK,544719,INF209KC1670,Aditya Birla Sun Life BSE Top 10 Banks ETF,EQ,ETF,166.93,FOUND
ABS,Aditya Birla Sun Life AMC,ABSL AMC,ABS,stock_ideas,ABSLAMC,543374,INE404A01024,Aditya Birla Sun Life AMC,EQ,Finance - Investment,973.80,FOUND
ABS05,ABSLMSCIN,,,bullish.csv,ABSLMSCIN,544706,INF209KC1662,Aditya Birla Sun Life MSCI India ETF,EQ,ETF,28.43,FOUND
ABSLN7339,ABSL NiftyNext,,,bearish.csv,ABSLNN50ET,,INF209KB16D7,Aditya Birla Sun Life Nifty Next 50 ETF,EQ,ETF,69.47,FOUND
AMSL,ABS Marine,,,bullish.csv,ABSMARINE,0,INE0QRV01016,ABS Marine Services,SM,Ship Building,204.00,FOUND
ACC,ACC,,,technical_picks_inactive.csv,ACC,500410,INE012A01025,ACC,EQ,Cement - Major,1411.00,FOUND
KAL,Accelya,,,bearish.csv,ACCELYA,532268,INE793A01012,Accelya Solutions India,EQ,Computers - Software Medium & Small,1139.30,FOUND
AML06,Accent Micro,,AML06,52wk,ACCENTMIC,-,INE0Q5D01013,Accent Microcell,SM,Pharmaceuticals & Drugs,424.35,FOUND
AS29,Accord Synergy,,,bullish.csv,ACCORD,0,INE113X01015,Accord Synergy,SM,Telecommunications - Service,31.55,FOUND
APL07,Accretion Pharm,,,bullish.csv,ACCPL,-,INE0T8T01010,Accretion Pharmaceuticals,SM,Pharmaceuticals & Drugs,81.00,FOUND
AS30,Accuracy Ship,,,bullish.csv,ACCURACY,544598,INE648Z01023,Accuracy Shipping,EQ,Logistics,5.84,FOUND
ACE3,Action Construction Equipment,,,technical_picks_inactive.csv,ACE,532762,INE731H01025,Action Construction Equipment,EQ,Engineering - Heavy,857.10,FOUND
AEL13,Acetech E-Com,,,bearish.csv,ACETEC,,INE1J6M01010,Acetech E-Commerce,SM,Retailing,134.70,FOUND
ACI14,Archean Chemical Industries,Archean Chem,ACI05,stock_ideas,ACI,543657,INE128X01021,Archean Chemical Industries,EQ,Chemicals,605.55,FOUND
ASH02,ACME Solar Holdings,ACME Solar,ASH02,stock_ideas,ACMESOLAR,544283,INE622W01025,ACME Solar Holdings,EQ,Power Generation/Distribution,273.20,FOUND
AO05,Acutaas Chemicals,Acutaas Chem,AO05,stock_ideas,ACUTAAS,543349,INE00FF01025,Acutaas Chemicals,EQ,Speciality Chemicals,2335.90,FOUND
AT18,Adani Energy,,AT22,52wk,ADANIENSOL,539254,INE931S01010,Adani Energy Solutions,EQ,Power - Transmission & Equipment,1073.30,FOUND
AE01,Adani Enterprises,,,technical_picks_inactive.csv,ADANIENT,512599,INE423A01024,Adani Enterprises,EQ,Trading,2043.80,FOUND
ADANI54145,Adani Green Energy Limited,Adani Green Ene,ADANI54145,stock_ideas,ADANIGREEN,541450,INE364U01010,Adani Green Energy Limited,EQ,Power - Generation & Distribution,1029.65,FOUND
MPS,Adani Ports and Special Economic Zone,ADANIPORTS,,technical_picks_inactive.csv,ADANIPORTS,532921,INE742F01042,Adani Ports and Special Economic Zone,EQ,Infrastructure - General,1453.30,FOUND
AP26,,,,chart_patterns_inactive.csv,ADANIPOWER,533096,INE814H01029,Adani Power,EQ,Power - Generation & Distribution,169.31,FOUND
ALTL,Addictive Learn,,,bearish.csv,ADDICTIVE,,INE0RDH01021,Addictive Learning Technology,SM,IT - Education,71.20,FOUND
ADF01,ADF Foods Industries,ADF Foods,AF30,stock_ideas,ADFFOODS,519183,INE982B01027,ADF Foods Industries,EQ,Food Processing,184.87,FOUND
AO,Ador Welding,Ador Welding,AW01,stock_ideas,ADOR,517041,INE045A01017,Ador Welding,EQ,Electrodes & Graphite,869.95,FOUND
ADS01,Allied Digital,,,bullish.csv,ADSL,532875,INE102I01027,Allied Digital Services,EQ,Computers - Software Medium & Small,113.20,FOUND
AIL05,ADVAIT ENERGY,,,bullish.csv,ADVAIT,543230,INE0ALI01010,ADVAIT ENERGY TRANSITIONS,EQ,Construction - Infrastructure,1827.90,FOUND
AET02,Advanced Enzyme,,,bullish.csv,ADVENZYMES,540025,INE837H01020,Advanced Enzyme Technologies,EQ,Pharmaceuticals,292.85,FOUND
AC02,Aegis Logistics,AEGISLOG,,technical_picks_inactive.csv,AEGISLOG,500003,INE208C01025,Aegis Logistics,EQ,Transport & Logistics,610.25,FOUND
AVTL,Aegis Vopak,,,bearish.csv,AEGISVOPAK,544407,INE0INX01018,Aegis Vopak Terminals,EQ,Ports,190.55,FOUND
AE21,Artemis Elect,,AE22,52wk,AEPL,542670,INE757T01025,Artemis Electricals and Projects,EQ,Consumer Goods - Electronic,18.02,FOUND
AI77,Aeroflex Ind.,,AI87,52wk,AEROFLEX,543972,INE024001021,Aeroflex Industries,EQ,Engineering - Industrial Equipments,261.61,FOUND
ACL10,Aeron Composite,,,bullish.csv,AERON,0,INE0WL801011,Aeron Composite,SM,Plastic Products,101.20,FOUND
AEL06,Aesthetik Eng,,,bullish.csv,AESTHETIK,0,INE0TSF01011,Aesthetik Engineers,SM,Construction - Infrastructure,78.00,FOUND
AI74,Aether Ind,,,bullish.csv,AETHER,543534,INE0BWX01014,Aether Industries,EQ,Speciality Chemicals,1134.80,FOUND
AIL08,Afcons Infrastructure,Afcons Infra,AIL08,stock_ideas,AFCONS,544280,INE101I01011,Afcons Infrastructure,EQ,Infrastructure,303.80,FOUND
AI72,AFFLE 3I,AFFLE 3I,AI82,stock_ideas,AFFLE,542752,INE00WC01027,AFFLE 3I,EQ,IT Services & Consulting,1414.80,FOUND
AFIL,Akme Fintrade I,,,bullish.csv,AFIL,544200,INE916Y01027,Akme Fintrade India,BE,Finance - Investment,8.97,FOUND
AH10,Abans Financial,,,bearish.csv,AFSL,543712,INE00ZE01026,Abans Financial Services,EQ,Finance - NBFC,202.03,FOUND
BBR,Agarwal Ind,,,bearish.csv,AGARIND,531921,INE204E01012,Agarwal Industrial Corporation,EQ,Transport & Logistics,403.15,FOUND
DAH,Dr Agarwals Health Care,Dr Agarwals,DAH,stock_ideas,AGARWALEYE,544350,INE943P01029,Dr Agarwals Health Care,EQ,Hospital & Healthcare Services,424.40,FOUND
AFG,Agarwal Float,,,bearish.csv,AGARWALFT,0,INE0MLA01012,Agarwal Float Glass India,SM,Trading,29.40,FOUND
ATGIL,Agarwal Toughen,,,bullish.csv,AGARWALTUF,0,INE0P8X01016,Agarwal Toughened Glass India,SM,Glass & Glass Products,109.75,FOUND
AI52,AGI Infra,,AI43,52wk,AGIIL,539042,INE976R01033,AGI Infra,EQ,Construction & Contracting - Civil,339.75,FOUND
AGP,Agni Green,,,bullish.csv,AGNI,0,INE0LF301013,Agni Green Power,SM,Renewables,19.05,FOUND
ATT,AGS Transact,,,bearish.csv,AGSTRA,543451,INE583L01014,AGS Transact Technologies,BZ,Online Services,3.01,FOUND
U01,A G Universal,,,bearish.csv,AGUL,0,INE0O6N01012,A G Universal,SM,Trading,69.95,FOUND
AHE01,Asian Hotel (E),,,bullish.csv,AHLEAST,533227,INE926K01017,Asian Hotels (East),EQ,Hotels,160.93,FOUND
ACI12,Ahluwalia Contracts India,Ahluwalia,ACI12,stock_ideas,AHLUCONT,532811,INE758C01029,Ahluwalia Contracts India,EQ,Construction & Contracting - Civil,771.95,FOUND
AHW,Asian Hotel (W),,AHW,52wk,AHLWEST,533221,INE915K01010,Asian Hotels (West),BE,Hotels,158.59,FOUND
AIE01,AIA Engineering,AIA Engineering,AIE01,stock_ideas,AIAENG,532683,INE212H01026,AIA Engineering,EQ,Castings & Forgings,3674.50,FOUND
AII01,Authum Invest,,,bearish.csv,AIIL,539177,INE206F01022,Authum Investment & Infrastucture,EQ,Finance - Investment,441.40,FOUND
AI73,Abhishek Integr,,,bearish.csv,AILIMITED,0,INE0CAJ01017,Abhishek Integrations,SM,Coal,32.65,FOUND
AEL04,Aimtron Electro,,,bullish.csv,AIMTRON,,INE0RUV01018,Aimtron Electronics,SM,Electronics - Components,874.50,FOUND
A12,Airan,,,bullish.csv,AIRAN,543811,INE645W01026,Airan,EQ,Software,16.34,FOUND
AL17,Airo Lam,,AL08,52wk,AIROLAM,0,INE801L01010,Airo Lam,EQ,Miscellaneous,81.97,FOUND
BAP03,Bharti Airtel PP,Bharti Air PP,BAP,stock_ideas,AIRTELPP,890157,IN9397D01014,Bharti Airtel PP,,Telecommunications Services,1586.00,FOUND
AIS03,ANI Integrated,,,bearish.csv,AISL,0,INE635Y01015,ANI Integrated Services,SM,Engineering,59.15,FOUND
AP22,Ajanta Pharma,Ajanta Pharma,AP22,stock_ideas,AJANTPHARM,532331,INE031B01049,Ajanta Pharma,EQ,Pharmaceuticals,2709.00,FOUND
AEL09,Ajax Engineering,Ajax Eng,AEL08,stock_ideas,AJAXENGG,544356,INE274Y01021,Ajax Engineering,EQ,Engineering - Construction,456.05,FOUND
SPS01,Ajmera Realty and Infra India,AJMERA,,technical_picks_inactive.csv,AJMERA,513349,INE298G01035,Ajmera Realty and Infra India,EQ,Construction & Contracting - Real Estate,119.10,FOUND
API08,Akanksha Power,,,bearish.csv,AKANKSHA,,INE0PCY01014,Akanksha Power and Infrastructure,SM,Transmission Towers / Equipments,69.65,FOUND
AI55,Akash Infraproj,,,bullish.csv,AKASH,0,INE737W01013,Akash Infraprojects,EQ,Miscellaneous,27.76,FOUND
ASL08,Akshar Spintex,,,bullish.csv,AKSHAR,541303,INE256Z01025,Akshar Spintex,EQ,Textiles - General,0.50,FOUND
AO03,Aksh Optifibre,,,bullish.csv,AKSHOPTFBR,532351,INE523B01011,Aksh Optifibre,EQ,Cables - Telephone,5.10,FOUND
ADP03,Akums Drugs Pharmaceuticals,Akums Drugs P,ADP03,stock_ideas,AKUMS,544222,INE09XN01023,Akums Drugs Pharmaceuticals,EQ,Pharmaceuticals & Drugs,504.90,FOUND
ICI,Akzo Nobel India,Akzo Nobel,ICI,stock_ideas,AKZOINDIA,500710,INE133A01011,Akzo Nobel India,EQ,Paints & Varnishes,2972.00,FOUND
EGJ,Alankit,,,bullish.csv,ALANKIT,531082,INE914E01040,Alankit,EQ,Miscellaneous,9.05,FOUND
AD01,Albert David,,,bearish.csv,ALBERTDAVD,524075,INE155C01010,Albert David,EQ,Pharmaceuticals,671.05,FOUND
ACW,Alembic,ALEMBICLTD,,technical_picks_inactive.csv,ALEMBICLTD,506235,INE426A01027,Alembic,EQ,Pharmaceuticals,85.62,FOUND
HET01,Algoquant Fin,,,bearish.csv,ALGOQUANT,505725,INE598D01035,Algoquant Fintech,EQ,Engineering - Industrial Equipments,53.56,FOUND
PC02,Alicon Castalloy,Alicon Castallo,EC06,stock_ideas,ALICON,531147,INE062D01024,Alicon Castalloy,EQ,Castings & Forgings,636.75,FOUND
GLS01,Alivus Life,,,bullish.csv,ALIVUS,543322,INE03Q201024,Alivus Life Sciences,EQ,Pharmaceuticals & Drugs,1044.25,FOUND
AM11,Alkali Metals,,,bullish.csv,ALKALI,533029,INE773I01017,Alkali Metals,EQ,Chemicals,64.85,FOUND
AL16,Alkem Laboratories,ALKEM,,technical_picks_inactive.csv,ALKEM,539523,INE540L01014,Alkem Laboratories,EQ,Pharmaceuticals,5246.00,FOUND
AAC,Alkyl Amines Chemicals,Alkyl Amines,AAC,stock_ideas,ALKYLAMINE,506767,INE150B01039,Alkyl Amines Chemicals,EQ,Chemicals,1380.80,FOUND
ALL01,Alldigi Tech,,,bullish.csv,ALLDIGI,532633,INE835G01018,Alldigi Tech,EQ,BPO/ITeS,810.85,FOUND
AT22,All E Technolog,,,bullish.csv,ALLETEC,0,INE0M2X01012,All E Technologies,SM,Software,196.00,FOUND
AL11,Alpa Labs,,,bullish.csv,ALPA,532878,INE385I01010,Alpa Laboratories,EQ,Pharmaceuticals,70.24,FOUND
ASL10,Alpex Solar,,,bullish.csv,ALPEXSOLAR,ALPEX,INE0R4701017,Alpex Solar,SM,Electric Equipment,902.40,FOUND
KNA,Kotak NiftyAlp,,,bearish.csv,ALPHA,0,INF174KA1IA5,Kotak Nifty Alpha 50 ETF,EQ,ETF,46.58,FOUND
AI10,Alphageo,,,bullish.csv,ALPHAGEO,526397,INE137C01018,Alphageo (India),EQ,Oil Drilling And Exploration,229.72,FOUND
AMLL,Amagi Media Lab,,,bearish.csv,AMAGI,544679,INE121R01077,Amagi Media Labs,EQ,Software,338.00,FOUND
AHL02,Amanta Health,,,bullish.csv,AMANTA,544502,INE084K01015,Amanta Healthcare,EQ,Pharmaceuticals & Drugs,109.43,FOUND
AO04,Ambani Orgochem,,,bullish.csv,AMBANIORGO,0,INE00C501018,Ambani Orgochem,ST,Chemicals,129.00,FOUND
AEI01,Amber Enterprises India Limited,,,technical_picks_inactive.csv,AMBER,540902,INE371P01015,Amber Enterprises India Limited,EQ,Miscellaneous,6944.00,FOUND
ACM04,Ambika Cotton,,,bullish.csv,AMBIKCO,531978,INE540G01014,Ambika Cotton Mills,EQ,Textiles - Spinning - Cotton Blended,1376.00,FOUND
GAC,Ambuja Cements,AMBUJACEM,,technical_picks_inactive.csv,AMBUJACEM,500425,INE079A01024,Ambuja Cements,EQ,Cement - Major,446.75,FOUND
AMCL,ANB Metal Cast,,,bullish.csv,AMCL,-,INE0VG001016,ANB Metal Cast,SM,Aluminium & Aluminium Products,457.00,FOUND
AMD01,AMD Industries,,,bullish.csv,AMDIND,532828,INE005I01014,AMD Industries,EQ,Packaging,42.67,FOUND
APE01,Ameya Precision,,,bullish.csv,AMEYA,0,INE0KT901015,Ameya Precision Engineers,SM,Engineering,105.75,FOUND
ACJKEL,Amir Chand,,ACJKEL,52wk,AMIRCHAND,544743,INE05TO01019,Amir Chand Jagdish Kumar Exports,EQ,Trading,131.22,FOUND
PPP,AMJ Land,,,bullish.csv,AMJLAND,500343,INE606A01024,AMJ Land,EQ,Paper,41.59,FOUND
A08,Amrutanjan Heal,,,bearish.csv,AMRUTANJAN,590006,INE098F01031,Amrutanjan Health Care,EQ,Pharmaceuticals,533.60,FOUND
ARW,Anand Rathi,,ARW,52wk,ANANDRATHI,543415,INE463V01026,Anand Rathi Wealth,EQ,Finance - Investment,3398.50,FOUND
AHT02,ANANTAM,,,bullish.csv,ANANTAM,544579,INE1UA823019,Anantam Highways Trust,IV,Miscellaneous,104.74,FOUND
ARI,Anant Raj,ANANTRAJ,,technical_picks_inactive.csv,ANANTRAJ,515055,INE242C01024,Anant Raj,EQ,Construction - Real Estate,485.20,FOUND
AS18,ANDHRSUGAR,,,bullish.csv,ANDHRSUGAR,590062,INE715B01021,The Andhra Sugar,EQ,Commodity Chemicals,74.93,FOUND
ABL03,Angel One,ANGELONE,,technical_picks_inactive.csv,ANGELONE,543235,INE732I01021,Angel One,EQ,Finance - Stock Broking,267.62,FOUND
ATS01,Anlon Tech,,,bullish.csv,ANLON,0,INE0LR101013,Anlon Technology Solutions,SM,Engineering,380.25,FOUND
AI71,Anmol India,,,bullish.csv,ANMOL,542437,INE02AR01019,Anmol India,EQ,Miscellaneous,11.48,FOUND
AS32,Annapurna Swa,,,bullish.csv,ANNAPURNA,0,INE0MGM01017,Annapurna Swadisht,SM,Consumer Food,188.95,FOUND
AML07,Anondita Medi,,,bullish.csv,ANONDITA,,INE0VTV01012,Anondita Medicare,SM,Pharmaceuticals & Drugs,828.25,FOUND
API02,Ansal Propertie,,,bearish.csv,ANSALAPI,500013,INE436A01026,Ansal Properties & Infrastructure,BZ,Construction & Contracting - Housing,3.19,FOUND
SET,ANTELOPUS,,,bullish.csv,ANTELOPUS,530075,INE818A01017,Antelopus Selan Energy,EQ,Oil Drilling And Exploration,665.00,FOUND
AG01,Antarctica,,,bullish.csv,ANTGRAPHIC,526715,INE414B01021,Antarctica,EQ,Printing & Stationery,0.84,FOUND
ABL07,Anthem Biosciences,Anthem Bioscien,ABL07,stock_ideas,ANTHEM,544449,INE0CZ201020,Anthem Biosciences,EQ,Pharmaceuticals & Drugs,690.70,FOUND
AP10,Anuh Pharma,,,bearish.csv,ANUHPHR,506260,INE489G01022,Anuh Pharma,EQ,Pharmaceuticals,76.08,FOUND
ANUP54246,The Anup Engineering,Anup Eng,ANUP54246,stock_ideas,ANUP,542460,INE294Z01018,The Anup Engineering,EQ,Engineering - Industrial Equipments,1830.50,FOUND
ARI02,Anupam Rasayan India,ANURAS,,technical_picks_inactive.csv,ANURAS,543275,INE930P01018,Anupam Rasayan India,EQ,Speciality Chemicals,1260.80,FOUND
APF02,Anya Polytech,,,bearish.csv,ANYA,0,INE0SI601032,Anya Polytech Fertilizers,SM,Packaging - Packaging Materials,17.00,FOUND
AOS01,Angel Silver ET,,,bullish.csv,AONESILVER,0,INF1J2R01171,Angel One Silver ETF,EQ,ETF,9.22,FOUND
AON,AONETMMQ50,,,bullish.csv,AONETMMQ50,0,INF1J2R01148,Angel One Nifty Total Market MQ 50 ETF,EQ,ETF,9.56,FOUND
AI40,Apar Industries,Apar Ind,AI40,stock_ideas,APARINDS,532259,INE372A01015,Apar Industries,EQ,Electric Equipment,10489.00,FOUND
SC10,Anjani Portland,,,bearish.csv,APCL,518091,INE071F01012,Anjani Portland Cement,EQ,Cement,116.93,FOUND
AL05,Apcotex Ind,,,bullish.csv,APCOTEXIND,523694,INE116A01032,Apcotex Industries,EQ,Rubber,381.70,FOUND
AFF,Apex Frozen Foods,Apex Frozen,AFF,stock_ideas,APEX,540692,INE346W01013,Apex Frozen Foods,EQ,Food Processing,406.10,FOUND
AEL07,Apex Ecotech,,,bullish.csv,APEXECO,00,INE0T4V01015,Apex Ecotech,SM,Engineering - Industrial Equipments,121.95,FOUND
BT09,APL Apollo Tubes,APLAPOLLO,,technical_picks_inactive.csv,APLAPOLLO,533758,INE702C01027,APL Apollo Tubes,EQ,Steel - Tubes & Pipes,2047.70,FOUND
AP29,Alembic Pharmaceuticals,Alembic Pharma,AP35,stock_ideas,APLLTD,533573,INE901L01018,Alembic Pharmaceuticals,EQ,Pharmaceuticals,726.25,FOUND
AMS,Apollo Micro Sy,,,bearish.csv,APOLLO,540879,INE713T01028,Apollo Micro Systems,EQ,Aerospace & Defence,208.05,FOUND
AHE,Apollo Hospitals Enterprises,APOLLOHOSP,,technical_picks_inactive.csv,APOLLOHOSP,508869,INE437A01024,Apollo Hospitals Enterprises,EQ,Hospitals & Medical Services,7401.50,FOUND
ALF02,Apollo Pipes,Apollo Pipes,ALF02,stock_ideas,APOLLOPIPE,531761,INE126J01016,Apollo Pipes,EQ,Plastics,441.00,FOUND
AT,Apollo Tyres,APOLLOTYRE,,technical_picks_inactive.csv,APOLLOTYRE,500877,INE438A01022,Apollo Tyres,EQ,Tyres,436.10,FOUND
ASH,Apollo Sindoori,,,bearish.csv,APOLSINHOT,,INE451F01024,Apollo Sindoori Hotels,EQ,"Hotel, Resort & Restaurants",1046.30,FOUND
AEL05,Aprameya Engine,,,bullish.csv,APRAMEYA,0,INE0LQG01010,Aprameya Engineering,SM,Hospital & Healthcare Services,231.80,FOUND
APSIL,APS India,,,bullish.csv,APS,0,INE0P0001010,Australian Premium Solar India,SM,Power Generation/Distribution,373.90,FOUND
AAL05,Apsis Aerocom,,AAL05,52wk,APSISAERO,,INE1OOJ01011,Apsis Aerocom,SM,Engineering - Industrial Equipments,184.00,FOUND
AVH,Aptus Value Housing Finance India,APTUS VALUE,AVH,stock_ideas,APTUS,543335,INE852O01025,Aptus Value Housing Finance India,EQ,Finance - Housing,211.89,FOUND
SAB,Aqylon Nexus,,SAB,52wk,AQYLON,530943,INE416A01051,Aqylon Nexus,EQ,Media & Entertainment,43.05,FOUND
AI42,Archidply Ind,,,bearish.csv,ARCHIDPLY,532994,INE877I01016,Archidply Industries,EQ,Miscellaneous,76.04,FOUND
AIIL,ARC Insulation,,,bullish.csv,ARCIIL,-,INE0YDV01010,ARC Insulation & Insulators,SM,Engineering - Industrial Equipments,51.20,FOUND
ARB,Amara Raja Energy & Mobility,Amara Raja,ARB,stock_ideas,ARE&M,500008,INE885A01032,Amara Raja Energy & Mobility,EQ,Auto Ancillaries,751.45,FOUND
RI01,Rajdarshan Ind,,,bearish.csv,ARENTERP,526662,INE610C01014,Rajdarshan Industries,EQ,Ceramics & Granite,37.50,FOUND
AI64,Arfin India,,AI70,52wk,ARFIN,539151,INE784R01023,Arfin India,EQ,Metals - Non Ferrous,86.51,FOUND
AT21,Arham Tech,,,bullish.csv,ARHAM,0,INE0L2Y01011,Arham Technologies,SM,Electronic Goods,141.80,FOUND
AA13,Aries Agro,,,bullish.csv,ARIES,532935,INE298I01015,Aries Agro,EQ,Fertilisers,375.05,FOUND
ACM02,Arihant Capital,,,bearish.csv,ARIHANTCAP,511605,INE420B01036,Arihant Capital Markets,EQ,Finance - Investments,69.72,FOUND
SMC07,Arihant Super,,,bearish.csv,ARIHANTSUP,506194,INE643K01018,Arihant Superstructures,EQ,Construction & Contracting - Real Estate,231.43,FOUND
ASL13,Arisinfra Solut,,,bullish.csv,ARIS,544419,INE0H9P01028,Arisinfra Solutions,EQ,Engineering - Construction,114.46,FOUND
ABL04,Aristo Bio-Tech,,,bearish.csv,ARISTO,0,INE082101010,Aristo Bio-Tech and Lifescience,SM,Pesticides & Agrochemicals,85.70,FOUND
ADL02,Arkade Develop,,,bullish.csv,ARKADE,544261,INE0QRL01017,Arkade Developers,EQ,Construction - Real Estate,113.73,FOUND
ALF,Arman Financial,,,bullish.csv,ARMANFIN,531179,INE109C01017,Arman Financial Services,EQ,Finance - Leasing & Hire Purchase,1620.60,FOUND
AGI01,Aro Granite,,,bearish.csv,AROGRANITE,513729,INE210C01013,Aro Granite Industries,EQ,Ceramics & Granite,24.20,FOUND
ACP,Arrow Greentech,,,bullish.csv,ARROWGREEN,516064,INE570D01018,Arrow Greentech,EQ,Plastics,537.40,FOUND
