pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,updated_at_epoch,created_at_epoch,chartType,displayLock,scanproflg
1818,21,equity,Aditya Birla Sun Life AMC,nse,Falling Trendline,Bullish Reversal,1 hour,ABS,Closed,Y,0,1970-01-01,2026-09-04 10:32:23,2026-08-31 14:58:32,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Aditya Birla Sun Life AMC"",""sc_symbol"":""ABSLAMC"",""sc_scripcode"":""543374"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1060.30"",""pattern_type"":""buy"",""cmp"":""1047.50"",""price_key"":""stk_ABS_N"",""target_price"":null,""target_return_prcnt"":""5.91"",""stoploss_price"":null,""stoploss_prcnt"":""2.10"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178816851055.png""},""rationale"":""After a prolonged decline, price formed a base and has now broken above the falling trendline, signalling a potential bullish trend reversal."",""action_type"":""add"",""created_at"":""2026-08-31 14:58:32"",""updated_at"":""2026-08-31 14:58:32""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178816851055.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-09-04 10:32:23"",""updated_at"":""2026-09-04 10:32:23""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788498143,1788168512,mc_pro_plus,N,3
1803,21,equity,Amber Enterprises India Limited,nse,Descending Triangle,Bullish Reversal,4 hours,AEI01,Closed,Y,0,1970-01-01,2026-09-04 09:37:06,2026-08-27 10:13:10,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Amber Enterprises India Limited"",""sc_symbol"":""AMBER"",""sc_scripcode"":""540902"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""7678.50"",""pattern_type"":""buy"",""cmp"":""7416.00"",""price_key"":""stk_AEI01_N"",""target_price"":null,""target_return_prcnt"":""6.11"",""stoploss_price"":null,""stoploss_prcnt"":""3.33"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178780578878.png""},""rationale"":""After a strong rally, price consolidated in a Descending Triangle and has now broken above resistance, signaling bullish reversal."",""action_type"":""add"",""created_at"":""2026-08-27 10:13:10"",""updated_at"":""2026-08-27 10:13:10""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178780578878.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-09-04 09:37:06"",""updated_at"":""2026-09-04 09:37:06""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788494826,1787805790,mc_pro_plus,N,3
1804,21,index,NIFTY Pharma,nse,Horizontal Resistance,Resistance Breakout,1 hour,in;cpr,Closed,Y,0,1970-01-01,2026-09-04 09:36:52,2026-08-27 15:08:21,"{""chart_type"":""mc_pro_plus"",""sc_name"":""NIFTY Pharma"",""sc_symbol"":""41"",""sc_scripcode"":""41"",""instrument_type_code"":""index"",""entry_condition"":""equals"",""entry_price"":""26814.05"",""pattern_type"":""buy"",""cmp"":""26539.90"",""price_key"":""indices_i_in;cpr"",""target_price"":null,""target_return_prcnt"":""2.02"",""stoploss_price"":null,""stoploss_prcnt"":""0.72"",""ind_id"":""41"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178782349990.png""},""rationale"":""Price has broken above the horizontal resistance, confirming a bullish breakout and signaling renewed buying momentum."",""action_type"":""add"",""created_at"":""2026-08-27 15:08:21"",""updated_at"":""2026-08-27 15:08:21""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178782349990.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-09-04 09:36:52"",""updated_at"":""2026-09-04 09:36:52""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788494812,1787823501,mc_pro_plus,N,3
1815,21,equity,IDFC First Bank,nse,Horizontal Trendline,Gap Fill,2 hours,IDF01,Closed,Y,0,1970-01-01,2026-09-04 09:21:41,2026-08-31 14:06:54,"{""chart_type"":""mc_pro_plus"",""sc_name"":""IDFC First Bank"",""sc_symbol"":""IDFCFIRSTB"",""sc_scripcode"":""539437"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""83.85"",""pattern_type"":""buy"",""cmp"":""87.33"",""price_key"":""stk_IDF01_N"",""target_price"":null,""target_return_prcnt"":""4.95"",""stoploss_price"":null,""stoploss_prcnt"":""2.21"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178816541214.png""},""rationale"":""Price gaps above horizontal resistance, then retraces to fill the gap while holding the breakout zone, signaling potential bullish continuation."",""action_type"":""add"",""created_at"":""2026-08-31 14:06:54"",""updated_at"":""2026-08-31 14:06:54""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178849389934.png""},""rationale"":""4.50% up"",""action_type"":""close"",""created_at"":""2026-09-04 09:21:41"",""updated_at"":""2026-09-04 09:21:41""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788493901,1788165414,mc_pro_plus,N,3
1833,21,equity,RBL Bank,nse,Horizontal Trendline,200EMA Support,1 hour,RB02,Closed,Y,0,1970-01-01,2026-09-03 13:06:28,2026-09-02 11:40:49,"{""chart_type"":""mc_pro_plus"",""sc_name"":""RBL Bank"",""sc_symbol"":""RBLBANK"",""sc_scripcode"":""540065"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""389.50"",""pattern_type"":""buy"",""cmp"":""409.10"",""price_key"":""stk_RB02_N"",""target_price"":null,""target_return_prcnt"":""5.01"",""stoploss_price"":null,""stoploss_prcnt"":""3.47"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178832944739.png""},""rationale"":""Price broke above the horizontal resistance, and then visited at 200EMA level as a support."",""action_type"":""add"",""created_at"":""2026-09-02 11:40:49"",""updated_at"":""2026-09-02 11:40:49""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178842098632.png""},""rationale"":""5.46% up"",""action_type"":""close"",""created_at"":""2026-09-03 13:06:28"",""updated_at"":""2026-09-03 13:06:28""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788420988,1788329449,mc_pro_plus,N,3
1825,21,index,NIFTY 50,nse,Rising Trendline Breakdown,Bearish Momentum,1 day,in;NSX,Closed,Y,0,1970-01-01,2026-09-03 09:48:29,2026-09-02 09:50:24,"{""chart_type"":""mc_pro_plus"",""sc_name"":""NIFTY 50"",""sc_symbol"":""9"",""sc_scripcode"":""9"",""instrument_type_code"":""index"",""entry_condition"":""equals"",""entry_price"":""23838.70"",""pattern_type"":""sell"",""cmp"":""24019.60"",""price_key"":""indices_i_in;NSX"",""target_price"":null,""target_return_prcnt"":""0.97"",""stoploss_price"":null,""stoploss_prcnt"":""0.92"",""ind_id"":""9"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178832282255.png""},""rationale"":""The rising trendline breakdown indicates the bears are in control of the trend."",""action_type"":""add"",""created_at"":""2026-09-02 09:50:24"",""updated_at"":""2026-09-02 09:50:24""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178832282255.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-09-03 09:48:29"",""updated_at"":""2026-09-03 09:48:29""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788409109,1788322824,mc_pro_plus,N,3
1822,21,equity,Welspun Corp,nse,Ascending Triangle,Bullish Continuation,30 mins,WGS,Closed,Y,0,1970-01-01,2026-09-03 09:28:39,2026-09-01 11:08:15,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Welspun Corp"",""sc_symbol"":""WELCORP"",""sc_scripcode"":""532144"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""2451.90"",""pattern_type"":""buy"",""cmp"":""2646.40"",""price_key"":""stk_WGS_N"",""target_price"":null,""target_return_prcnt"":""8.65"",""stoploss_price"":null,""stoploss_prcnt"":""3.42"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178824109473.png""},""rationale"":""After a rally, price formed a ascending triangle while accumulating strength and now has moved above the resistance."",""action_type"":""add"",""created_at"":""2026-09-01 11:08:15"",""updated_at"":""2026-09-01 11:08:15""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178840791767.png""},""rationale"":""9% up"",""action_type"":""close"",""created_at"":""2026-09-03 09:28:39"",""updated_at"":""2026-09-03 09:28:39""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788407919,1788241095,mc_pro_plus,N,3
1797,21,equity,AWL Agri Business,nse,Symmetrical Triangle,Bullish Reversal,1 day,AW01,Closed,Y,0,1970-01-01,2026-09-02 09:38:28,2026-08-25 14:05:59,"{""chart_type"":""mc_pro_plus"",""sc_name"":""AWL Agri Business"",""sc_symbol"":""AWL"",""sc_scripcode"":""543458"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""203.18"",""pattern_type"":""buy"",""cmp"":""191.51"",""price_key"":""stk_AW01_N"",""target_price"":null,""target_return_prcnt"":""12.22"",""stoploss_price"":null,""stoploss_prcnt"":""5.01"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178764695644.png""},""rationale"":""The Symmetrical Triangle has broken above resistance with rising volume, confirming strong buying interest and supporting a bullish breakout."",""action_type"":""add"",""created_at"":""2026-08-25 14:05:59"",""updated_at"":""2026-08-25 14:05:59""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178764695644.png""},""rationale"":""Negated!"",""action_type"":""close"",""created_at"":""2026-09-02 09:38:28"",""updated_at"":""2026-09-02 09:38:28""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788322108,1787646959,mc_pro_plus,N,3
1752,21,equity,Aurobindo Pharma,nse,All- Time high Brekout,Resistance Breakout,2 hours,AP,Closed,Y,0,1970-01-01,2026-09-02 09:34:32,2026-08-07 14:14:30,"{""chart_type"":""mc_pro_plus"",""sc_name"":""Aurobindo Pharma"",""sc_symbol"":""AUROPHARMA"",""sc_scripcode"":""524804"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1651.20"",""pattern_type"":""buy"",""cmp"":""1681.10"",""price_key"":""stk_AP_N"",""target_price"":null,""target_return_prcnt"":""6.10"",""stoploss_price"":null,""stoploss_prcnt"":""4.07"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178609226953.png""},""rationale"":""Price has broken above its all-time high, confirming a strong bullish breakout and price discovery."",""action_type"":""add"",""created_at"":""2026-08-07 14:14:30"",""updated_at"":""2026-08-07 14:14:30""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178832187061.png""},""rationale"":""2.34% up"",""action_type"":""close"",""created_at"":""2026-09-02 09:34:32"",""updated_at"":""2026-09-02 09:34:32""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788321872,1786092270,mc_pro_plus,N,3
1778,21,equity,PB Fintech,nse,Symmetrical Triangle,On the Verge of Breakout,1 week,PF15,Closed,Y,0,1970-01-01,2026-09-02 09:26:23,2026-08-18 09:58:11,"{""chart_type"":""mc_pro_plus"",""sc_name"":""PB Fintech"",""sc_symbol"":""POLICYBZR"",""sc_scripcode"":""543390"",""instrument_type_code"":""stock"",""entry_condition"":""equals"",""entry_price"":""1740.80"",""pattern_type"":""buy"",""cmp"":""1818.40"",""price_key"":""stk_PF15_N"",""target_price"":null,""target_return_prcnt"":""13.40"",""stoploss_price"":null,""stoploss_prcnt"":""8.38"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178702729071.png""},""rationale"":""Symmetrical Triangle has formed over nearly 1.5 years and is now nearing a breakout; a move above resistance could trigger strong bullish momentum."",""action_type"":""add"",""created_at"":""2026-08-18 09:58:11"",""updated_at"":""2026-08-18 09:58:11""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178702729071.png""},""rationale"":""4.52% up"",""action_type"":""close"",""created_at"":""2026-09-02 09:26:23"",""updated_at"":""2026-09-02 09:26:23""}]}",Brijesh Bhatia,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788321383,1787027291,mc_pro_plus,N,3
